# Uncovered words (".word" gap) in code window 0x800..0x60000 — 60E0FC00
# covered=182998 words  uncovered=12586 words  coverage=93.565%
# forced-to-.word real instructions: 377

category,words,clusters
data:jump_table,45,15
data:literal_pool,272,152
data:padding,704,56
data:padding_pattern,1357,582
data:padding_single,769,769
data:pool_single,6185,6185
data:pool_unclassified,1807,664
data:run_unclassified,705,235
data:single_unref,454,454
data:string,6,3
data:table_member,63,63
data:unknown_data,211,45
label_on_data,8,8

FORCED INSTRUCTION MNEMONICS (real code, zero-cost recoverable):
  mov.l        292
  mulr         35
  movmu.l      28
  ldc.l        6
  divu         4
  ldc          3
  stc          3
  stc.l        2
  divs         2
  mov.b        1
  mov.w        1


CLUSTERS (start,end,words,category,pcrel_refs,branch_refs,labels,function):
0x211C,0x211C,1,data:padding_single,0,0,0,3dLookup
0x22FE,0x2300,2,data:literal_pool,1,0,1,LongFunc
0x231A,0x231A,1,data:padding_single,0,0,0,FUN_00002304
0x2392,0x2392,1,data:padding_single,0,0,0,multiply32Bit??
0x2396,0x2396,1,data:padding_single,0,0,0,multiply32Bit??
0x23DA,0x23DA,1,data:padding_single,0,0,0,firstOrderFilter_SIG_SIGPREV_MIN_FF
0x241E,0x241E,1,data:padding_single,0,0,0,saturate_SIGNAL_LOWER_UPPER
0x245E,0x245E,1,data:padding_single,0,0,0,isNotZero_wDivideByZero_Protect
0x2474,0x2476,2,data:literal_pool,1,0,1,add16bitSaturate_ADD1_ADD2
0x24BA,0x24BE,3,data:literal_pool,1,0,1,floatToFP_16bit_NUMBER_SCALAR_OFFSET
0x24CE,0x24CE,1,data:padding_single,0,0,0,fixedPointToFloat_16bit_MULT_OFF_SIG
0x24FA,0x24FA,1,data:padding_single,0,0,0,floatToInt_SIGNAL_MULT_OFFSET
0x24FE,0x24FE,1,data:padding_single,0,0,0,floatToInt_SIGNAL_MULT_OFFSET
0x250E,0x250E,1,data:padding_single,0,0,0,fixedPointToFloat_8bit_MULT_OFF_SIG
0x2536,0x2536,1,data:padding_single,0,0,0,fixedPointScaling?
0x253A,0x253A,1,data:padding_single,0,0,0,fixedPointScaling?
0x256A,0x256A,1,data:padding_single,0,0,0,interpolate_floatTable
0x25C6,0x25C6,1,data:padding_single,0,0,0,lookup_short
0x2622,0x2622,1,data:padding_single,0,0,0,interpolate_3d_uint16
0x268E,0x268E,1,data:padding_single,0,0,0,interpolate_floatTable
0x26F2,0x26F2,1,data:padding_single,0,0,0,interpolate_uint16Table
0x2720,0x2720,1,data:pool_single,1,0,1,interpolate_charTable
0x2724,0x2724,1,data:pool_single,1,0,1,interpolate_charTable
0x2738,0x2738,1,data:pool_single,1,0,1,interpolate_charTable
0x273C,0x273C,1,data:pool_single,1,0,1,interpolate_charTable
0x2750,0x2750,1,data:pool_single,1,0,1,interpolate_charTable
0x2754,0x2754,1,data:pool_single,1,0,1,interpolate_charTable
0x2768,0x2768,1,data:pool_single,1,0,1,interpolate_charTable
0x276C,0x276C,1,data:pool_single,1,0,1,interpolate_charTable
0x2780,0x2780,1,data:pool_single,1,0,1,interpolate_charTable
0x2784,0x2784,1,data:pool_single,1,0,1,interpolate_charTable
0x2798,0x2798,1,data:pool_single,1,0,1,interpolate_charTable
0x279C,0x279C,1,data:pool_single,1,0,1,interpolate_charTable
0x27B0,0x27B0,1,data:pool_single,1,0,1,interpolate_charTable
0x27B4,0x27B4,1,data:pool_single,1,0,1,interpolate_charTable
0x27C8,0x27C8,1,data:pool_single,1,0,1,interpolate_charTable
0x27CC,0x27CC,1,data:pool_single,1,0,1,interpolate_charTable
0x27E0,0x27E0,1,data:pool_single,1,0,1,interpolate_charTable
0x27E4,0x27E4,1,data:pool_single,1,0,1,interpolate_charTable
0x27F8,0x27F8,1,data:pool_single,1,0,1,interpolate_charTable
0x27FC,0x27FC,1,data:pool_single,1,0,1,interpolate_charTable
0x2810,0x2810,1,data:pool_single,1,0,1,interpolate_charTable
0x2814,0x2814,1,data:pool_single,1,0,1,interpolate_charTable
0x2828,0x2828,1,data:pool_single,1,0,1,interpolate_charTable
0x282C,0x282C,1,data:pool_single,1,0,1,interpolate_charTable
0x2840,0x2840,1,data:pool_single,1,0,1,interpolate_charTable
0x2844,0x2844,1,data:pool_single,1,0,1,interpolate_charTable
0x2858,0x2858,1,data:pool_single,1,0,1,interpolate_charTable
0x285C,0x285C,1,data:pool_single,1,0,1,interpolate_charTable
0x2870,0x2870,1,data:pool_single,1,0,1,interpolate_charTable
0x2874,0x2874,1,data:pool_single,1,0,1,interpolate_charTable
0x2888,0x2888,1,data:pool_single,1,0,1,interpolate_charTable
0x288C,0x288C,1,data:pool_single,1,0,1,interpolate_charTable
0x28A0,0x28A0,1,data:pool_single,1,0,1,interpolate_charTable
0x28A4,0x28A4,1,data:pool_single,1,0,1,interpolate_charTable
0x28B8,0x28B8,1,data:pool_single,1,0,1,interpolate_charTable
0x28BC,0x28BC,1,data:pool_single,1,0,1,interpolate_charTable
0x28D0,0x28D0,1,data:pool_single,1,0,1,interpolate_charTable
0x28D4,0x28D4,1,data:pool_single,1,0,1,interpolate_charTable
0x28E8,0x28E8,1,data:pool_single,1,0,1,interpolate_charTable
0x28EC,0x28EC,1,data:pool_single,1,0,1,interpolate_charTable
0x2900,0x2900,1,data:pool_single,1,0,1,interpolate_charTable
0x2904,0x2904,1,data:pool_single,1,0,1,interpolate_charTable
0x2918,0x2918,1,data:pool_single,1,0,1,interpolate_charTable
0x291C,0x291C,1,data:pool_single,1,0,1,interpolate_charTable
0x2930,0x2930,1,data:pool_single,1,0,1,interpolate_charTable
0x2934,0x2934,1,data:pool_single,1,0,1,interpolate_charTable
0x2948,0x2948,1,data:pool_single,1,0,1,interpolate_charTable
0x294C,0x294C,1,data:pool_single,1,0,1,interpolate_charTable
0x2960,0x2960,1,data:pool_single,1,0,1,interpolate_charTable
0x2964,0x2964,1,data:pool_single,1,0,1,interpolate_charTable
0x2978,0x2978,1,data:pool_single,1,0,1,interpolate_charTable
0x297C,0x297C,1,data:pool_single,1,0,1,interpolate_charTable
0x2990,0x2990,1,data:pool_single,1,0,1,interpolate_charTable
0x2994,0x2994,1,data:pool_single,1,0,1,interpolate_charTable
0x29A8,0x29A8,1,data:pool_single,1,0,1,interpolate_charTable
0x29AC,0x29AC,1,data:pool_single,1,0,1,interpolate_charTable
0x29C0,0x29C0,1,data:pool_single,1,0,1,interpolate_charTable
0x29C4,0x29C4,1,data:pool_single,1,0,1,interpolate_charTable
0x29D8,0x29D8,1,data:pool_single,1,0,1,interpolate_charTable
0x29DC,0x29DC,1,data:pool_single,1,0,1,interpolate_charTable
0x29F0,0x29F0,1,data:pool_single,1,0,1,interpolate_charTable
0x29F4,0x29F4,1,data:pool_single,1,0,1,interpolate_charTable
0x2A08,0x2A08,1,data:pool_single,1,0,1,interpolate_charTable
0x2A0C,0x2A0C,1,data:pool_single,1,0,1,interpolate_charTable
0x2A20,0x2A20,1,data:pool_single,1,0,1,interpolate_charTable
0x2A24,0x2A24,1,data:pool_single,1,0,1,interpolate_charTable
0x2A38,0x2A38,1,data:pool_single,1,0,1,interpolate_charTable
0x2A3C,0x2A3C,1,data:pool_single,1,0,1,interpolate_charTable
0x2A50,0x2A50,1,data:pool_single,1,0,1,interpolate_charTable
0x2A54,0x2A54,1,data:pool_single,1,0,1,interpolate_charTable
0x2A68,0x2A68,1,data:pool_single,1,0,1,interpolate_charTable
0x2A6C,0x2A6C,1,data:pool_single,1,0,1,interpolate_charTable
0x2A80,0x2A80,1,data:pool_single,1,0,1,interpolate_charTable
0x2A84,0x2A84,1,data:pool_single,1,0,1,interpolate_charTable
0x2A98,0x2A98,1,data:pool_single,1,0,1,interpolate_charTable
0x2A9C,0x2A9C,1,data:pool_single,1,0,1,interpolate_charTable
0x2AB0,0x2AB0,1,data:pool_single,1,0,1,interpolate_charTable
0x2AB4,0x2AB4,1,data:pool_single,1,0,1,interpolate_charTable
0x2AC8,0x2AC8,1,data:pool_single,1,0,1,interpolate_charTable
0x2ACC,0x2ACC,1,data:pool_single,1,0,1,interpolate_charTable
0x2AE0,0x2AE0,1,data:pool_single,1,0,1,interpolate_charTable
0x2AE4,0x2AE4,1,data:pool_single,1,0,1,interpolate_charTable
0x2AF8,0x2AF8,1,data:pool_single,1,0,1,interpolate_charTable
0x2AFC,0x2AFC,1,data:pool_single,1,0,1,interpolate_charTable
0x2B10,0x2B10,1,data:pool_single,1,0,1,interpolate_charTable
0x2B14,0x2B14,1,data:pool_single,1,0,1,interpolate_charTable
0x2B28,0x2B28,1,data:pool_single,1,0,1,interpolate_charTable
0x2B2C,0x2B2C,1,data:pool_single,1,0,1,interpolate_charTable
0x2B40,0x2B40,1,data:pool_single,1,0,1,interpolate_charTable
0x2B44,0x2B44,1,data:pool_single,1,0,1,interpolate_charTable
0x2B58,0x2B58,1,data:pool_single,1,0,1,interpolate_charTable
0x2B5C,0x2B5C,1,data:pool_single,1,0,1,interpolate_charTable
0x2B70,0x2B70,1,data:pool_single,1,0,1,interpolate_charTable
0x2B74,0x2B74,1,data:pool_single,1,0,1,interpolate_charTable
0x2B88,0x2B88,1,data:pool_single,1,0,1,interpolate_charTable
0x2B8C,0x2B8C,1,data:pool_single,1,0,1,interpolate_charTable
0x2BA0,0x2BA0,1,data:pool_single,1,0,1,interpolate_charTable
0x2BA4,0x2BA4,1,data:pool_single,1,0,1,interpolate_charTable
0x2BB8,0x2BB8,1,data:pool_single,1,0,1,interpolate_charTable
0x2BBC,0x2BBC,1,data:pool_single,1,0,1,interpolate_charTable
0x2BD0,0x2BD0,1,data:pool_single,1,0,1,interpolate_charTable
0x2BD4,0x2BD4,1,data:pool_single,1,0,1,interpolate_charTable
0x2BE8,0x2BE8,1,data:pool_single,1,0,1,interpolate_charTable
0x2BEC,0x2BEC,1,data:pool_single,1,0,1,interpolate_charTable
0x2C00,0x2C00,1,data:pool_single,1,0,1,interpolate_charTable
0x2C04,0x2C04,1,data:pool_single,1,0,1,interpolate_charTable
0x2C18,0x2C18,1,data:pool_single,1,0,1,interpolate_charTable
0x2C1C,0x2C1C,1,data:pool_single,1,0,1,interpolate_charTable
0x2C30,0x2C30,1,data:pool_single,1,0,1,interpolate_charTable
0x2C34,0x2C34,1,data:pool_single,1,0,1,interpolate_charTable
0x2C48,0x2C48,1,data:pool_single,1,0,1,interpolate_charTable
0x2C4C,0x2C4C,1,data:pool_single,1,0,1,interpolate_charTable
0x2C60,0x2C60,1,data:pool_single,1,0,1,interpolate_charTable
0x2C64,0x2C64,1,data:pool_single,1,0,1,interpolate_charTable
0x2C78,0x2C78,1,data:pool_single,1,0,1,interpolate_charTable
0x2C7C,0x2C7C,1,data:pool_single,1,0,1,interpolate_charTable
0x2C90,0x2C90,1,data:pool_single,1,0,1,interpolate_charTable
0x2C94,0x2C94,1,data:pool_single,1,0,1,interpolate_charTable
0x2CA8,0x2CA8,1,data:pool_single,1,0,1,interpolate_charTable
0x2CAC,0x2CAC,1,data:pool_single,1,0,1,interpolate_charTable
0x2CC0,0x2CC0,1,data:pool_single,1,0,1,interpolate_charTable
0x2CC4,0x2CC4,1,data:pool_single,1,0,1,interpolate_charTable
0x2CD8,0x2CD8,1,data:pool_single,1,0,1,interpolate_charTable
0x2CDC,0x2CDC,1,data:pool_single,1,0,1,interpolate_charTable
0x2CF0,0x2CF0,1,data:pool_single,1,0,1,interpolate_charTable
0x2CF4,0x2CF4,1,data:pool_single,1,0,1,interpolate_charTable
0x2D08,0x2D08,1,data:pool_single,1,0,1,interpolate_charTable
0x2D0C,0x2D0C,1,data:pool_single,1,0,1,interpolate_charTable
0x2D20,0x2D20,1,data:pool_single,1,0,1,interpolate_charTable
0x2D24,0x2D24,1,data:pool_single,1,0,1,interpolate_charTable
0x2D38,0x2D38,1,data:pool_single,1,0,1,interpolate_charTable
0x2D3C,0x2D3C,1,data:pool_single,1,0,1,interpolate_charTable
0x2D50,0x2D50,1,data:pool_single,1,0,1,interpolate_charTable
0x2D54,0x2D54,1,data:pool_single,1,0,1,interpolate_charTable
0x2D68,0x2D68,1,data:pool_single,1,0,1,interpolate_charTable
0x2D6C,0x2D6C,1,data:pool_single,1,0,1,interpolate_charTable
0x2D80,0x2D80,1,data:pool_single,1,0,1,interpolate_charTable
0x2D84,0x2D84,1,data:pool_single,1,0,1,interpolate_charTable
0x2D98,0x2D98,1,data:pool_single,1,0,1,interpolate_charTable
0x2D9C,0x2D9C,1,data:pool_single,1,0,1,interpolate_charTable
0x2DB0,0x2DB0,1,data:pool_single,1,0,1,interpolate_charTable
0x2DB4,0x2DB4,1,data:pool_single,1,0,1,interpolate_charTable
0x2DC8,0x2DC8,1,data:pool_single,1,0,1,interpolate_charTable
0x2DCC,0x2DCC,1,data:pool_single,1,0,1,interpolate_charTable
0x2DE0,0x2DE0,1,data:pool_single,1,0,1,interpolate_charTable
0x2DE4,0x2DE4,1,data:pool_single,1,0,1,interpolate_charTable
0x2DF8,0x2DF8,1,data:pool_single,1,0,1,interpolate_charTable
0x2DFC,0x2DFC,1,data:pool_single,1,0,1,interpolate_charTable
0x2E10,0x2E10,1,data:pool_single,1,0,1,interpolate_charTable
0x2E14,0x2E14,1,data:pool_single,1,0,1,interpolate_charTable
0x2E28,0x2E28,1,data:pool_single,1,0,1,interpolate_charTable
0x2E2C,0x2E2C,1,data:pool_single,1,0,1,interpolate_charTable
0x2E40,0x2E40,1,data:pool_single,1,0,1,interpolate_charTable
0x2E44,0x2E44,1,data:pool_single,1,0,1,interpolate_charTable
0x2E58,0x2E58,1,data:pool_single,1,0,1,interpolate_charTable
0x2E5C,0x2E5C,1,data:pool_single,1,0,1,interpolate_charTable
0x2E70,0x2E70,1,data:pool_single,1,0,1,interpolate_charTable
0x2E74,0x2E74,1,data:pool_single,1,0,1,interpolate_charTable
0x2E88,0x2E88,1,data:pool_single,1,0,1,interpolate_charTable
0x2E8C,0x2E8C,1,data:pool_single,1,0,1,interpolate_charTable
0x2EA0,0x2EA0,1,data:pool_single,1,0,1,interpolate_charTable
0x2EA4,0x2EA4,1,data:pool_single,1,0,1,interpolate_charTable
0x2EB8,0x2EB8,1,data:pool_single,1,0,1,interpolate_charTable
0x2EBC,0x2EBC,1,data:pool_single,1,0,1,interpolate_charTable
0x2ED0,0x2ED0,1,data:pool_single,1,0,1,interpolate_charTable
0x2ED4,0x2ED4,1,data:pool_single,1,0,1,interpolate_charTable
0x2EE8,0x2EE8,1,data:pool_single,1,0,1,interpolate_charTable
0x2EEC,0x2EEC,1,data:pool_single,1,0,1,interpolate_charTable
0x2F00,0x2F00,1,data:pool_single,1,0,1,interpolate_charTable
0x2F04,0x2F04,1,data:pool_single,1,0,1,interpolate_charTable
0x2F18,0x2F18,1,data:pool_single,1,0,1,interpolate_charTable
0x2F1C,0x2F1C,1,data:pool_single,1,0,1,interpolate_charTable
0x2F30,0x2F30,1,data:pool_single,1,0,1,interpolate_charTable
0x2F34,0x2F34,1,data:pool_single,1,0,1,interpolate_charTable
0x2F48,0x2F48,1,data:pool_single,1,0,1,interpolate_charTable
0x2F4C,0x2F4C,1,data:pool_single,1,0,1,interpolate_charTable
0x2F60,0x2F60,1,data:pool_single,1,0,1,interpolate_charTable
0x2F64,0x2F64,1,data:pool_single,1,0,1,interpolate_charTable
0x2F78,0x2F78,1,data:pool_single,1,0,1,interpolate_charTable
0x2F7C,0x2F7C,1,data:pool_single,1,0,1,interpolate_charTable
0x2F90,0x2F90,1,data:pool_single,1,0,1,interpolate_charTable
0x2F94,0x2F94,1,data:pool_single,1,0,1,interpolate_charTable
0x2FA8,0x2FA8,1,data:pool_single,1,0,1,interpolate_charTable
0x2FAC,0x2FAC,1,data:pool_single,1,0,1,interpolate_charTable
0x2FC0,0x2FC0,1,data:pool_single,1,0,1,interpolate_charTable
0x2FC4,0x2FC4,1,data:pool_single,1,0,1,interpolate_charTable
0x2FD8,0x2FD8,1,data:pool_single,1,0,1,interpolate_charTable
0x2FDC,0x2FDC,1,data:pool_single,1,0,1,interpolate_charTable
0x2FF0,0x2FF0,1,data:pool_single,1,0,1,interpolate_charTable
0x2FF4,0x2FF4,1,data:pool_single,1,0,1,interpolate_charTable
0x3008,0x3008,1,data:pool_single,1,0,1,interpolate_charTable
0x300C,0x300C,1,data:pool_single,1,0,1,interpolate_charTable
0x3020,0x3020,1,data:pool_single,1,0,1,interpolate_charTable
0x3024,0x3024,1,data:pool_single,1,0,1,interpolate_charTable
0x3038,0x3038,1,data:pool_single,1,0,1,interpolate_charTable
0x303C,0x303C,1,data:pool_single,1,0,1,interpolate_charTable
0x3050,0x3050,1,data:pool_single,1,0,1,interpolate_charTable
0x3054,0x3054,1,data:pool_single,1,0,1,interpolate_charTable
0x3068,0x3068,1,data:pool_single,1,0,1,interpolate_charTable
0x306C,0x306C,1,data:pool_single,1,0,1,interpolate_charTable
0x3080,0x3080,1,data:pool_single,1,0,1,interpolate_charTable
0x3084,0x3084,1,data:pool_single,1,0,1,interpolate_charTable
0x3098,0x3098,1,data:pool_single,1,0,1,interpolate_charTable
0x309C,0x309C,1,data:pool_single,1,0,1,interpolate_charTable
0x30B0,0x30B0,1,data:pool_single,1,0,1,interpolate_charTable
0x30B4,0x30B4,1,data:pool_single,1,0,1,interpolate_charTable
0x30C8,0x30C8,1,data:pool_single,1,0,1,interpolate_charTable
0x30CC,0x30CC,1,data:pool_single,1,0,1,interpolate_charTable
0x30E0,0x30E0,1,data:pool_single,1,0,1,interpolate_charTable
0x30E4,0x30E4,1,data:pool_single,1,0,1,interpolate_charTable
0x30F8,0x30F8,1,data:pool_single,1,0,1,interpolate_charTable
0x30FC,0x30FC,1,data:pool_single,1,0,1,interpolate_charTable
0x3110,0x3110,1,data:pool_single,1,0,1,interpolate_charTable
0x3114,0x3114,1,data:pool_single,1,0,1,interpolate_charTable
0x3128,0x3128,1,data:pool_single,1,0,1,interpolate_charTable
0x312C,0x312C,1,data:pool_single,1,0,1,interpolate_charTable
0x3140,0x3140,1,data:pool_single,1,0,1,interpolate_charTable
0x3144,0x3144,1,data:pool_single,1,0,1,interpolate_charTable
0x3158,0x3158,1,data:pool_single,1,0,1,interpolate_charTable
0x315C,0x315C,1,data:pool_single,1,0,1,interpolate_charTable
0x3170,0x3170,1,data:pool_single,1,0,1,interpolate_charTable
0x3174,0x3174,1,data:pool_single,1,0,1,interpolate_charTable
0x3188,0x3188,1,data:pool_single,1,0,1,interpolate_charTable
0x318C,0x318C,1,data:pool_single,1,0,1,interpolate_charTable
0x31A0,0x31A0,1,data:pool_single,1,0,1,interpolate_charTable
0x31A4,0x31A4,1,data:pool_single,1,0,1,interpolate_charTable
0x31B8,0x31B8,1,data:pool_single,1,0,1,interpolate_charTable
0x31BC,0x31BC,1,data:pool_single,1,0,1,interpolate_charTable
0x31D0,0x31D0,1,data:pool_single,1,0,1,interpolate_charTable
0x31D4,0x31D4,1,data:pool_single,1,0,1,interpolate_charTable
0x31E8,0x31E8,1,data:pool_single,1,0,1,interpolate_charTable
0x31EC,0x31EC,1,data:pool_single,1,0,1,interpolate_charTable
0x3200,0x3200,1,data:pool_single,1,0,1,interpolate_charTable
0x3204,0x3204,1,data:pool_single,1,0,1,interpolate_charTable
0x3218,0x3218,1,data:pool_single,1,0,1,interpolate_charTable
0x321C,0x321C,1,data:pool_single,1,0,1,interpolate_charTable
0x3230,0x3230,1,data:pool_single,1,0,1,interpolate_charTable
