# Uncovered words (".word" gap) in code window 0x800..0x60000 — 60E1D400
# covered=183120 words  uncovered=12464 words  coverage=93.627%
# forced-to-.word real instructions: 252

category,words,clusters
data:jump_table,107,23
data:literal_pool,2282,883
data:padding,1540,366
data:padding_single,749,749
data:pool_single,6478,6478
data:single_unref,463,463
data:string,7,3
data:table_member,30,30
data:unknown_data,782,218
instr_forced,2,2
label_on_data,24,24

FORCED INSTRUCTION MNEMONICS (real code, zero-cost recoverable):
  mov.l        241
  ldc          4
  ldc.l        2
  stc.l        2
  stc          2
  synco        1


CLUSTERS (start,end,words,category,pcrel_refs,branch_refs,labels,function):
0x12AC,0x12B0,3,data:literal_pool,2,0,2,
0x136E,0x1374,4,data:literal_pool,2,0,2,
0x1378,0x1378,1,data:pool_single,1,0,1,
0x137C,0x137C,1,data:pool_single,1,0,1,
0x1460,0x1460,1,data:pool_single,1,0,1,
0x1516,0x1516,1,data:pool_single,1,0,1,
0x1528,0x1528,1,data:pool_single,1,0,1,
0x1638,0x1638,1,data:pool_single,1,0,1,
0x163C,0x1640,3,data:literal_pool,2,0,2,
0x1644,0x1644,1,data:pool_single,1,0,1,
0x1706,0x1706,1,data:pool_single,1,0,1,
0x170E,0x1710,2,data:padding,1,0,1,
0x1714,0x1714,1,data:pool_single,1,0,1,
0x1718,0x1718,1,data:pool_single,1,0,1,
0x171C,0x171C,1,data:pool_single,1,0,1,
0x182E,0x182E,1,data:pool_single,1,0,1,diag_security_access_sid27
0x1832,0x1834,2,data:padding,1,0,1,diag_security_access_sid27
0x1838,0x1838,1,data:pool_single,1,0,1,diag_security_access_sid27
0x183C,0x183C,1,data:pool_single,1,0,1,diag_security_access_sid27
0x1840,0x1840,1,data:pool_single,1,0,1,diag_security_access_sid27
0x1844,0x1844,1,data:pool_single,1,0,1,diag_security_access_sid27
0x1848,0x1848,1,data:pool_single,1,0,1,diag_security_access_sid27
0x184C,0x184C,1,data:pool_single,1,0,1,diag_security_access_sid27
0x193C,0x193C,1,data:pool_single,1,0,1,diag_tester_present_sid3E
0x1946,0x1948,2,data:padding,1,0,1,diag_tester_present_sid3E
0x194C,0x194C,1,data:pool_single,1,0,1,diag_tester_present_sid3E
0x1A5A,0x1A5A,1,data:pool_single,1,0,1,
0x1A5E,0x1A60,2,data:literal_pool,2,0,2,
0x1A64,0x1A64,1,data:pool_single,1,0,1,
0x1A68,0x1A68,1,data:pool_single,1,0,1,
0x1A6C,0x1A6C,1,data:pool_single,1,0,1,
0x1B5A,0x1B5C,2,data:padding,1,0,1,
0x1B60,0x1B60,1,data:pool_single,1,0,1,
0x1B64,0x1B64,1,data:pool_single,1,0,1,
0x1B68,0x1B68,1,data:pool_single,1,0,1,
0x1B6C,0x1B6C,1,data:pool_single,1,0,1,
0x1B70,0x1B70,1,data:pool_single,1,0,1,
0x1B74,0x1B74,1,data:pool_single,1,0,1,
0x1B7C,0x1B7C,1,data:pool_single,1,0,1,
0x1B80,0x1B80,1,data:pool_single,1,0,1,
0x1B84,0x1B84,1,data:pool_single,1,0,1,
0x1B88,0x1B88,1,data:pool_single,1,0,1,
0x1C8C,0x1C8C,1,data:pool_single,1,0,1,
0x1C90,0x1C90,1,data:pool_single,1,0,1,
0x1C94,0x1C94,1,data:pool_single,1,0,1,
0x1C98,0x1C98,1,data:pool_single,1,0,1,
0x1C9C,0x1C9C,1,data:pool_single,1,0,1,
0x1CA0,0x1CA0,1,data:pool_single,1,0,1,
0x1CA4,0x1CA4,1,data:pool_single,1,0,1,
0x1CA8,0x1CA8,1,data:pool_single,1,0,1,
0x1CAC,0x1CAC,1,data:pool_single,1,0,1,
0x1CB0,0x1CB0,1,data:pool_single,1,0,1,
0x1CB4,0x1CB4,1,data:pool_single,1,0,1,
0x1D9A,0x1D9C,2,data:literal_pool,2,0,2,
0x1DA0,0x1DA4,3,data:literal_pool,2,0,2,
0x1DA8,0x1DA8,1,data:pool_single,1,0,1,
0x1DAC,0x1DAC,1,data:pool_single,1,0,1,
0x1DB0,0x1DB0,1,data:pool_single,1,0,1,
0x1DB4,0x1DB4,1,data:pool_single,1,0,1,
0x1DB8,0x1DB8,1,data:pool_single,1,0,1,
0x1E18,0x1E18,1,data:pool_single,1,0,1,
0x1F5E,0x1F5E,1,data:pool_single,1,0,1,copy_buffer_to_data
0x1FB8,0x1FBE,4,data:literal_pool,2,0,2,
0x1FC2,0x1FFE,31,data:unknown_data,0,0,0,
0x2002,0x2004,2,data:string,0,0,0,
0x2022,0x2022,1,data:single_unref,0,0,0,
0x2028,0x202C,3,data:string,0,0,0,
0x2032,0x2032,1,data:padding_single,0,0,0,
0x2042,0x2042,1,data:padding_single,0,0,0,
0x2052,0x2052,1,data:padding_single,0,0,0,
0x2098,0x2098,1,data:pool_single,1,0,1,
0x209C,0x209C,1,data:padding_single,0,0,0,
0x20A0,0x20A0,1,data:padding_single,0,0,0,
0x20A4,0x20A4,1,data:padding_single,0,0,0,
0x20A8,0x20A8,1,data:padding_single,0,0,0,
0x210C,0x210C,1,data:pool_single,1,0,1,
0x2110,0x2110,1,data:padding_single,0,0,0,
0x2114,0x2114,1,data:padding_single,0,0,0,
0x2118,0x2118,1,data:padding_single,0,0,0,
0x211C,0x211C,1,data:padding_single,0,0,0,
0x22FE,0x2300,2,data:literal_pool,1,0,1,
0x231A,0x231A,1,data:padding_single,0,0,0,
0x2392,0x2392,1,data:padding_single,0,0,0,
0x2396,0x2396,1,data:padding_single,0,0,0,
0x23DA,0x23DA,1,data:padding_single,0,0,0,
0x241E,0x241E,1,data:padding_single,0,0,0,
0x245E,0x245E,1,data:padding_single,0,0,0,
0x2474,0x2476,2,data:literal_pool,1,0,1,
0x24BA,0x24BE,3,data:literal_pool,1,0,1,
0x24CE,0x24CE,1,data:padding_single,0,0,0,
0x24FA,0x24FA,1,data:padding_single,0,0,0,
0x24FE,0x24FE,1,data:padding_single,0,0,0,
0x250E,0x250E,1,data:padding_single,0,0,0,
0x2536,0x2536,1,data:padding_single,0,0,0,
0x253A,0x253A,1,data:padding_single,0,0,0,
0x256A,0x256A,1,data:padding_single,0,0,0,
0x25C6,0x25C6,1,data:padding_single,0,0,0,
0x2622,0x2622,1,data:padding_single,0,0,0,
0x268E,0x268E,1,data:padding_single,0,0,0,
0x26F2,0x26F2,1,data:padding_single,0,0,0,
0x2720,0x2720,1,data:pool_single,1,0,1,
0x2724,0x2724,1,data:pool_single,1,0,1,
0x2738,0x2738,1,data:pool_single,1,0,1,
0x273C,0x273C,1,data:pool_single,1,0,1,
0x2750,0x2750,1,data:pool_single,1,0,1,
0x2754,0x2754,1,data:pool_single,1,0,1,
0x2768,0x2768,1,data:pool_single,1,0,1,
0x276C,0x276C,1,data:pool_single,1,0,1,
0x2780,0x2780,1,data:pool_single,1,0,1,
0x2784,0x2784,1,data:pool_single,1,0,1,
0x2798,0x2798,1,data:pool_single,1,0,1,
0x279C,0x279C,1,data:pool_single,1,0,1,
0x27B0,0x27B0,1,data:pool_single,1,0,1,
0x27B4,0x27B4,1,data:pool_single,1,0,1,
0x27C8,0x27C8,1,data:pool_single,1,0,1,
0x27CC,0x27CC,1,data:pool_single,1,0,1,
0x27E0,0x27E0,1,data:pool_single,1,0,1,
0x27E4,0x27E4,1,data:pool_single,1,0,1,
0x27F8,0x27F8,1,data:pool_single,1,0,1,
0x27FC,0x27FC,1,data:pool_single,1,0,1,
0x2810,0x2810,1,data:pool_single,1,0,1,
0x2814,0x2814,1,data:pool_single,1,0,1,
0x2828,0x2828,1,data:pool_single,1,0,1,
0x282C,0x282C,1,data:pool_single,1,0,1,
0x2840,0x2840,1,data:pool_single,1,0,1,
0x2844,0x2844,1,data:pool_single,1,0,1,
0x2858,0x2858,1,data:pool_single,1,0,1,
0x285C,0x285C,1,data:pool_single,1,0,1,
0x2870,0x2870,1,data:pool_single,1,0,1,
0x2874,0x2874,1,data:pool_single,1,0,1,
0x2888,0x2888,1,data:pool_single,1,0,1,
0x288C,0x288C,1,data:pool_single,1,0,1,
0x28A0,0x28A0,1,data:pool_single,1,0,1,
0x28A4,0x28A4,1,data:pool_single,1,0,1,
0x28B8,0x28B8,1,data:pool_single,1,0,1,
0x28BC,0x28BC,1,data:pool_single,1,0,1,
0x28D0,0x28D0,1,data:pool_single,1,0,1,
0x28D4,0x28D4,1,data:pool_single,1,0,1,
0x28E8,0x28E8,1,data:pool_single,1,0,1,
0x28EC,0x28EC,1,data:pool_single,1,0,1,
0x2900,0x2900,1,data:pool_single,1,0,1,
0x2904,0x2904,1,data:pool_single,1,0,1,
0x2918,0x2918,1,data:pool_single,1,0,1,
0x291C,0x291C,1,data:pool_single,1,0,1,
0x2930,0x2930,1,data:pool_single,1,0,1,
0x2934,0x2934,1,data:pool_single,1,0,1,
0x2948,0x2948,1,data:pool_single,1,0,1,
0x294C,0x294C,1,data:pool_single,1,0,1,
0x2960,0x2960,1,data:pool_single,1,0,1,
0x2964,0x2964,1,data:pool_single,1,0,1,
0x2978,0x2978,1,data:pool_single,1,0,1,
0x297C,0x297C,1,data:pool_single,1,0,1,
0x2990,0x2990,1,data:pool_single,1,0,1,
0x2994,0x2994,1,data:pool_single,1,0,1,
0x29A8,0x29A8,1,data:pool_single,1,0,1,
0x29AC,0x29AC,1,data:pool_single,1,0,1,
0x29C0,0x29C0,1,data:pool_single,1,0,1,
0x29C4,0x29C4,1,data:pool_single,1,0,1,
0x29D8,0x29D8,1,data:pool_single,1,0,1,
0x29DC,0x29DC,1,data:pool_single,1,0,1,
0x29F0,0x29F0,1,data:pool_single,1,0,1,
0x29F4,0x29F4,1,data:pool_single,1,0,1,
0x2A08,0x2A08,1,data:pool_single,1,0,1,
0x2A0C,0x2A0C,1,data:pool_single,1,0,1,
0x2A20,0x2A20,1,data:pool_single,1,0,1,
0x2A24,0x2A24,1,data:pool_single,1,0,1,
0x2A38,0x2A38,1,data:pool_single,1,0,1,
0x2A3C,0x2A3C,1,data:pool_single,1,0,1,
0x2A50,0x2A50,1,data:pool_single,1,0,1,
0x2A54,0x2A54,1,data:pool_single,1,0,1,
0x2A68,0x2A68,1,data:pool_single,1,0,1,
0x2A6C,0x2A6C,1,data:pool_single,1,0,1,
0x2A80,0x2A80,1,data:pool_single,1,0,1,
0x2A84,0x2A84,1,data:pool_single,1,0,1,
0x2A98,0x2A98,1,data:pool_single,1,0,1,
0x2A9C,0x2A9C,1,data:pool_single,1,0,1,
0x2AB0,0x2AB0,1,data:pool_single,1,0,1,
0x2AB4,0x2AB4,1,data:pool_single,1,0,1,
0x2AC8,0x2AC8,1,data:pool_single,1,0,1,
0x2ACC,0x2ACC,1,data:pool_single,1,0,1,
0x2AE0,0x2AE0,1,data:pool_single,1,0,1,
0x2AE4,0x2AE4,1,data:pool_single,1,0,1,
0x2AF8,0x2AF8,1,data:pool_single,1,0,1,
0x2AFC,0x2AFC,1,data:pool_single,1,0,1,
0x2B10,0x2B10,1,data:pool_single,1,0,1,
0x2B14,0x2B14,1,data:pool_single,1,0,1,
0x2B28,0x2B28,1,data:pool_single,1,0,1,
0x2B2C,0x2B2C,1,data:pool_single,1,0,1,
0x2B40,0x2B40,1,data:pool_single,1,0,1,
0x2B44,0x2B44,1,data:pool_single,1,0,1,
0x2B58,0x2B58,1,data:pool_single,1,0,1,
0x2B5C,0x2B5C,1,data:pool_single,1,0,1,
0x2B70,0x2B70,1,data:pool_single,1,0,1,
0x2B74,0x2B74,1,data:pool_single,1,0,1,
0x2B88,0x2B88,1,data:pool_single,1,0,1,
0x2B8C,0x2B8C,1,data:pool_single,1,0,1,
0x2BA0,0x2BA0,1,data:pool_single,1,0,1,
0x2BA4,0x2BA4,1,data:pool_single,1,0,1,
0x2BB8,0x2BB8,1,data:pool_single,1,0,1,
0x2BBC,0x2BBC,1,data:pool_single,1,0,1,
0x2BD0,0x2BD0,1,data:pool_single,1,0,1,
0x2BD4,0x2BD4,1,data:pool_single,1,0,1,
0x2BE8,0x2BE8,1,data:pool_single,1,0,1,
0x2BEC,0x2BEC,1,data:pool_single,1,0,1,
0x2C00,0x2C00,1,data:pool_single,1,0,1,
0x2C04,0x2C04,1,data:pool_single,1,0,1,
0x2C18,0x2C18,1,data:pool_single,1,0,1,
0x2C1C,0x2C1C,1,data:pool_single,1,0,1,
0x2C30,0x2C30,1,data:pool_single,1,0,1,
0x2C34,0x2C34,1,data:pool_single,1,0,1,
0x2C48,0x2C48,1,data:pool_single,1,0,1,
0x2C4C,0x2C4C,1,data:pool_single,1,0,1,
0x2C60,0x2C60,1,data:pool_single,1,0,1,
0x2C64,0x2C64,1,data:pool_single,1,0,1,
0x2C78,0x2C78,1,data:pool_single,1,0,1,
0x2C7C,0x2C7C,1,data:pool_single,1,0,1,
0x2C90,0x2C90,1,data:pool_single,1,0,1,
0x2C94,0x2C94,1,data:pool_single,1,0,1,
0x2CA8,0x2CA8,1,data:pool_single,1,0,1,
0x2CAC,0x2CAC,1,data:pool_single,1,0,1,
0x2CC0,0x2CC0,1,data:pool_single,1,0,1,
0x2CC4,0x2CC4,1,data:pool_single,1,0,1,
0x2CD8,0x2CD8,1,data:pool_single,1,0,1,
0x2CDC,0x2CDC,1,data:pool_single,1,0,1,
0x2CF0,0x2CF0,1,data:pool_single,1,0,1,
0x2CF4,0x2CF4,1,data:pool_single,1,0,1,
0x2D08,0x2D08,1,data:pool_single,1,0,1,
0x2D0C,0x2D0C,1,data:pool_single,1,0,1,
0x2D20,0x2D20,1,data:pool_single,1,0,1,
0x2D24,0x2D24,1,data:pool_single,1,0,1,
0x2D38,0x2D38,1,data:pool_single,1,0,1,
0x2D3C,0x2D3C,1,data:pool_single,1,0,1,
0x2D50,0x2D50,1,data:pool_single,1,0,1,
0x2D54,0x2D54,1,data:pool_single,1,0,1,
0x2D68,0x2D68,1,data:pool_single,1,0,1,
0x2D6C,0x2D6C,1,data:pool_single,1,0,1,
0x2D80,0x2D80,1,data:pool_single,1,0,1,
0x2D84,0x2D84,1,data:pool_single,1,0,1,
0x2D98,0x2D98,1,data:pool_single,1,0,1,
0x2D9C,0x2D9C,1,data:pool_single,1,0,1,
0x2DB0,0x2DB0,1,data:pool_single,1,0,1,
0x2DB4,0x2DB4,1,data:pool_single,1,0,1,
0x2DC8,0x2DC8,1,data:pool_single,1,0,1,
0x2DCC,0x2DCC,1,data:pool_single,1,0,1,
0x2DE0,0x2DE0,1,data:pool_single,1,0,1,
0x2DE4,0x2DE4,1,data:pool_single,1,0,1,
0x2DF8,0x2DF8,1,data:pool_single,1,0,1,
0x2DFC,0x2DFC,1,data:pool_single,1,0,1,
0x2E10,0x2E10,1,data:pool_single,1,0,1,
0x2E14,0x2E14,1,data:pool_single,1,0,1,
0x2E28,0x2E28,1,data:pool_single,1,0,1,
0x2E2C,0x2E2C,1,data:pool_single,1,0,1,
0x2E40,0x2E40,1,data:pool_single,1,0,1,
0x2E44,0x2E44,1,data:pool_single,1,0,1,
0x2E58,0x2E58,1,data:pool_single,1,0,1,
0x2E5C,0x2E5C,1,data:pool_single,1,0,1,
0x2E70,0x2E70,1,data:pool_single,1,0,1,
0x2E74,0x2E74,1,data:pool_single,1,0,1,
0x2E88,0x2E88,1,data:pool_single,1,0,1,
0x2E8C,0x2E8C,1,data:pool_single,1,0,1,
0x2EA0,0x2EA0,1,data:pool_single,1,0,1,
0x2EA4,0x2EA4,1,data:pool_single,1,0,1,
0x2EB8,0x2EB8,1,data:pool_single,1,0,1,
0x2EBC,0x2EBC,1,data:pool_single,1,0,1,
0x2ED0,0x2ED0,1,data:pool_single,1,0,1,
0x2ED4,0x2ED4,1,data:pool_single,1,0,1,
0x2EE8,0x2EE8,1,data:pool_single,1,0,1,
0x2EEC,0x2EEC,1,data:pool_single,1,0,1,
0x2F00,0x2F00,1,data:pool_single,1,0,1,
0x2F04,0x2F04,1,data:pool_single,1,0,1,
0x2F18,0x2F18,1,data:pool_single,1,0,1,
0x2F1C,0x2F1C,1,data:pool_single,1,0,1,
0x2F30,0x2F30,1,data:pool_single,1,0,1,
0x2F34,0x2F34,1,data:pool_single,1,0,1,
0x2F48,0x2F48,1,data:pool_single,1,0,1,
0x2F4C,0x2F4C,1,data:pool_single,1,0,1,
0x2F60,0x2F60,1,data:pool_single,1,0,1,
0x2F64,0x2F64,1,data:pool_single,1,0,1,
0x2F78,0x2F78,1,data:pool_single,1,0,1,
0x2F7C,0x2F7C,1,data:pool_single,1,0,1,
0x2F90,0x2F90,1,data:pool_single,1,0,1,
0x2F94,0x2F94,1,data:pool_single,1,0,1,
0x2FA8,0x2FA8,1,data:pool_single,1,0,1,
0x2FAC,0x2FAC,1,data:pool_single,1,0,1,
0x2FC0,0x2FC0,1,data:pool_single,1,0,1,
0x2FC4,0x2FC4,1,data:pool_single,1,0,1,
0x2FD8,0x2FD8,1,data:pool_single,1,0,1,
0x2FDC,0x2FDC,1,data:pool_single,1,0,1,
0x2FF0,0x2FF0,1,data:pool_single,1,0,1,
0x2FF4,0x2FF4,1,data:pool_single,1,0,1,
0x3008,0x3008,1,data:pool_single,1,0,1,
0x300C,0x300C,1,data:pool_single,1,0,1,
0x3020,0x3020,1,data:pool_single,1,0,1,
0x3024,0x3024,1,data:pool_single,1,0,1,
0x3038,0x3038,1,data:pool_single,1,0,1,
0x303C,0x303C,1,data:pool_single,1,0,1,
0x3050,0x3050,1,data:pool_single,1,0,1,
0x3054,0x3054,1,data:pool_single,1,0,1,
0x3068,0x3068,1,data:pool_single,1,0,1,
0x306C,0x306C,1,data:pool_single,1,0,1,
0x3080,0x3080,1,data:pool_single,1,0,1,
0x3084,0x3084,1,data:pool_single,1,0,1,
0x3098,0x3098,1,data:pool_single,1,0,1,
0x309C,0x309C,1,data:pool_single,1,0,1,
0x30B0,0x30B0,1,data:pool_single,1,0,1,
0x30B4,0x30B4,1,data:pool_single,1,0,1,
0x30C8,0x30C8,1,data:pool_single,1,0,1,
0x30CC,0x30CC,1,data:pool_single,1,0,1,
0x30E0,0x30E0,1,data:pool_single,1,0,1,
0x30E4,0x30E4,1,data:pool_single,1,0,1,
0x30F8,0x30F8,1,data:pool_single,1,0,1,
0x30FC,0x30FC,1,data:pool_single,1,0,1,
0x3110,0x3110,1,data:pool_single,1,0,1,
0x3114,0x3114,1,data:pool_single,1,0,1,
0x3128,0x3128,1,data:pool_single,1,0,1,
0x312C,0x312C,1,data:pool_single,1,0,1,
0x3140,0x3140,1,data:pool_single,1,0,1,
0x3144,0x3144,1,data:pool_single,1,0,1,
0x3158,0x3158,1,data:pool_single,1,0,1,
0x315C,0x315C,1,data:pool_single,1,0,1,
0x3170,0x3170,1,data:pool_single,1,0,1,
0x3174,0x3174,1,data:pool_single,1,0,1,
0x3188,0x3188,1,data:pool_single,1,0,1,
0x318C,0x318C,1,data:pool_single,1,0,1,
0x31A0,0x31A0,1,data:pool_single,1,0,1,
0x31A4,0x31A4,1,data:pool_single,1,0,1,
0x31B8,0x31B8,1,data:pool_single,1,0,1,
0x31BC,0x31BC,1,data:pool_single,1,0,1,
0x31D0,0x31D0,1,data:pool_single,1,0,1,
0x31D4,0x31D4,1,data:pool_single,1,0,1,
0x31E8,0x31E8,1,data:pool_single,1,0,1,
0x31EC,0x31EC,1,data:pool_single,1,0,1,
0x3200,0x3200,1,data:pool_single,1,0,1,
0x3204,0x3204,1,data:pool_single,1,0,1,
0x3218,0x3218,1,data:pool_single,1,0,1,
0x321C,0x321C,1,data:pool_single,1,0,1,
0x3230,0x3230,1,data:pool_single,1,0,1,
0x3234,0x3234,1,data:pool_single,1,0,1,
0x3278,0x3278,1,data:pool_single,1,0,1,
0x327C,0x327C,1,data:pool_single,1,0,1,
0x32EA,0x32EC,2,data:literal_pool,1,0,1,
0x32F2,0x32F2,1,data:padding_single,0,0,0,
0x3382,0x3388,4,data:literal_pool,2,0,2,
0x338C,0x338C,1,data:pool_single,1,0,1,
0x3390,0x3390,1,data:pool_single,1,0,1,
0x3394,0x3394,1,data:pool_single,1,0,1,
0x33A8,0x33B4,7,data:literal_pool,3,0,3,
0x33B8,0x33BA,2,data:unknown_data,0,0,0,
0x3476,0x3478,2,data:padding,1,0,1,
0x347C,0x347C,1,data:pool_single,1,0,1,
0x3480,0x3480,1,data:pool_single,1,0,1,
0x3484,0x3484,1,data:pool_single,1,0,1,
0x3488,0x3488,1,data:pool_single,1,0,1,
0x348C,0x348C,1,data:pool_single,1,0,1,
0x356A,0x356A,1,data:pool_single,1,0,1,
0x356E,0x3570,2,data:padding,1,0,1,
0x3574,0x3574,1,data:pool_single,1,0,1,
0x3578,0x3578,1,data:pool_single,1,0,1,
0x357C,0x357C,1,data:pool_single,1,0,1,
0x3580,0x3580,1,data:pool_single,1,0,1,
0x3584,0x3584,1,data:pool_single,1,0,1,
0x3670,0x3674,3,data:literal_pool,3,0,3,interrupt_priority_dispatch
0x3678,0x367E,4,data:literal_pool,2,0,2,interrupt_priority_dispatch
0x3682,0x3682,1,data:padding_single,0,0,0,interrupt_priority_dispatch
0x3686,0x3688,2,data:padding,1,0,1,interrupt_priority_dispatch
0x368C,0x3694,5,data:literal_pool,3,0,3,interrupt_priority_dispatch
0x3698,0x3698,1,data:pool_single,1,0,1,interrupt_priority_dispatch
0x369C,0x369C,1,data:pool_single,1,0,1,interrupt_priority_dispatch
0x36A0,0x36A0,1,data:pool_single,1,0,1,interrupt_priority_dispatch
0x3740,0x3742,2,data:literal_pool,1,0,1,
0x3746,0x3748,2,data:padding,1,0,1,
0x374C,0x374C,1,data:pool_single,1,0,1,
0x3752,0x3758,4,data:literal_pool,2,0,2,
0x37B0,0x37B8,5,data:literal_pool,3,0,3,
0x37BC,0x37BC,1,data:pool_single,1,0,1,
0x37C0,0x37C2,2,data:literal_pool,1,0,1,
0x38FA,0x3900,4,data:literal_pool,3,0,3,
0x3904,0x3908,3,data:literal_pool,2,0,2,
0x390C,0x390C,1,data:pool_single,1,0,1,
0x3910,0x3910,1,data:pool_single,1,0,1,
0x3914,0x3914,1,data:pool_single,1,0,1,
0x3918,0x3918,1,data:pool_single,1,0,1,
0x391C,0x391C,1,data:pool_single,1,0,1,
0x392E,0x392E,1,data:pool_single,1,0,1,getSR
0x394C,0x394C,1,data:pool_single,1,0,1,
0x3950,0x3950,1,data:pool_single,1,0,1,
0x395E,0x3960,2,data:padding,1,0,1,
0x3AA4,0x3AAC,5,data:literal_pool,3,0,3,
0x3AB0,0x3AB0,1,data:pool_single,1,0,1,
0x3AB4,0x3AB4,1,data:pool_single,1,0,1,
0x3AB8,0x3AB8,1,data:pool_single,1,0,1,
0x3ABC,0x3ABC,1,data:pool_single,1,0,1,
0x3ACE,0x3AD0,2,data:literal_pool,1,0,1,
0x3AD4,0x3AD4,1,data:pool_single,1,0,1,
0x3B04,0x3B06,2,data:literal_pool,1,0,1,
0x3B10,0x3B10,1,data:pool_single,1,0,1,
0x3B14,0x3B14,1,data:pool_single,1,0,1,
0x3B18,0x3B1C,3,data:literal_pool,2,0,2,
0x3B20,0x3B20,1,data:pool_single,1,0,1,
0x3B24,0x3B24,1,data:pool_single,1,0,1,
0x3B32,0x3B34,2,data:string,0,0,0,
0x3B5C,0x3B5C,1,data:single_unref,0,0,0,
0x3B76,0x3B76,1,data:single_unref,0,0,0,
0x3B92,0x3B92,1,data:single_unref,0,0,0,
0x3B96,0x3B96,1,data:single_unref,0,0,0,
0x3BB2,0x3BB2,1,data:single_unref,0,0,0,
0x3BCC,0x3BCC,1,data:single_unref,0,0,0,
0x3BE8,0x3BE8,1,data:single_unref,0,0,0,
0x3BEE,0x3BF2,3,data:unknown_data,0,0,0,
0x3C52,0x3C56,3,data:literal_pool,1,0,1,
0x3C5A,0x3C64,6,data:literal_pool,3,0,3,
0x3C78,0x3C7C,3,data:padding,2,0,2,
0x3CB0,0x3CB2,2,data:padding,1,0,1,handleHUDIException??
0x3D44,0x3D44,1,data:pool_single,1,0,1,
0x3D4A,0x3D4A,1,data:single_unref,0,0,0,
0x3D50,0x3D50,1,data:single_unref,0,0,0,
0x3D94,0x3D98,3,data:literal_pool,2,0,2,
0x3D9C,0x3D9C,1,data:pool_single,1,0,1,
0x3DA0,0x3DA0,1,data:pool_single,1,0,1,
0x3DA4,0x3DA4,1,data:pool_single,1,0,1,
0x3DA8,0x3DA8,1,data:pool_single,1,0,1,
0x3DFE,0x3E00,2,data:literal_pool,2,0,2,
0x3E04,0x3E04,1,data:pool_single,1,0,1,
0x3E08,0x3E08,1,data:pool_single,1,0,1,
0x3E0C,0x3E0C,1,data:pool_single,1,0,1,
0x3E7E,0x3E80,2,data:padding,1,0,1,
0x3E84,0x3E84,1,data:pool_single,1,0,1,
0x3E88,0x3E90,5,data:literal_pool,3,0,3,
0x3E94,0x3E94,1,data:pool_single,1,0,1,
0x3E98,0x3E98,1,data:pool_single,1,0,1,
0x3E9C,0x3E9C,1,data:pool_single,1,0,1,
0x3EA0,0x3EA0,1,data:pool_single,1,0,1,
0x3EA4,0x3EA4,1,data:pool_single,1,0,1,
0x3EA8,0x3EA8,1,data:pool_single,1,0,1,
0x3EAC,0x3EAC,1,data:pool_single,1,0,1,
0x3EB0,0x3EB4,3,data:literal_pool,2,0,2,
0x3EB8,0x3EB8,1,data:pool_single,1,0,1,
0x3EBC,0x3EBC,1,data:pool_single,1,0,1,
0x3F6E,0x3F74,4,data:literal_pool,2,0,2,
0x3F78,0x3F80,5,data:literal_pool,3,0,3,
0x3F84,0x3F84,1,data:pool_single,1,0,1,
0x3F98,0x3F98,1,data:pool_single,1,0,1,
